,stunted_correlation,stunted_p_vals,underweight_correlation,underweight_p_vals,wasting_correlation,wasting_p_vals,bmi_correlation,bmi_p_vals
tot_iron_cons,-0.019379203626755433,0.652590868848359,0.02161791609631072,0.6152129409067864,0.042945963287714904,0.3214526730862669,0.035556449964372974,0.40916153929282295
purch_iron_cons,-0.04322552584557704,0.31514968849819114,-0.04329329669954801,0.3139427742218041,0.0019739093607748386,0.9636689930368235,-0.0021513212029446657,0.9601839290593941
own_iron_cons,0.005334140981405518,0.9013962394668042,0.10013234992063258,0.01960561377474946,0.1021226540925277,0.018139456960134713,0.08728411476586637,0.04242211201458952
gift_iron_cons,0.03916909960377535,0.3627509887959448,0.020928220875859698,0.6265372825846851,-0.02640463369703122,0.5422469420150421,-0.017799808316013396,0.6795420689525168
tot_mfp_fe_cons,-0.004881404666029567,0.9097278950899856,-0.018766545976082953,0.6625933359675172,-0.009604892303754733,0.824588468269572,-0.01103333388726163,0.7979176248930776
purch_mfp_fe_cons,-0.009433855706488033,0.826551583146403,-0.02460278764583091,0.567275594026508,-0.01188863045374357,0.7838146373435644,-0.01173518493114046,0.7853671557621795
own_mfp_fe_cons,0.0394589612894712,0.35920756876761206,0.12492409707340395,0.003548372538109721,0.09228060348096294,0.032841197316078596,0.058200408025622694,0.17646432252067015
gift_mfp_fe_cons,0.09308986837294062,0.030241036124659098,0.03461671001744241,0.4208003809386599,-0.03521823557648467,0.41624842394930095,-0.04506800207484137,0.2953938842148712
tot_zinc_cons,-0.021719019329691207,0.6138887670302573,-0.011617958616994703,0.7870747858423164,0.015362672017213296,0.7229421529203273,0.008559842559902522,0.8425443707265738
purch_zinc_cons,-0.027929743033596386,0.5164322600168895,-0.03072024903578088,0.4749963973625597,0.002566597656424415,0.9527714483717482,-0.00277791431839466,0.9486013171318208
own_zinc_cons,0.0005879518530466361,0.989104073094481,0.09738519358650445,0.023239639482746918,0.10064572779232034,0.019890218810528375,0.08892844013398041,0.03866479276366803
gift_zinc_cons,0.04769238436433154,0.2676939897898319,0.028647570592023906,0.5053124275485923,-0.020368281752521478,0.6383074667515907,-0.019956581964098018,0.6432563221475892
tot_cu_cons,0.01627199342991982,0.7054477060797035,0.06800906369155883,0.11343222388623551,0.044370672172604,0.3056460434715121,0.03280159978094119,0.4464265725729414
purch_cu_cons,-0.005002907066818303,0.9074908892540081,0.029989969395778752,0.485562825311431,0.031077127480983374,0.47318405745460834,0.014964739362880253,0.7283769786754426
own_cu_cons,-0.0064859747503526665,0.8802500374225438,0.07589463659212814,0.07722859301710343,0.07459852719473553,0.0847375144918081,0.07260883139968428,0.09157268082195508
gift_cu_cons,0.026120468989639982,0.5439787089988071,0.02337735898583952,0.5867397635437492,-0.00635001326202755,0.8834997161837153,-0.00539455803808939,0.9003771642493374
tot_mn_cons,-0.010763101246787504,0.8025847600013185,0.015768636384502654,0.7139006414954179,0.020985358448729452,0.6281653359437785,0.018407576375492864,0.6692371614130271
purch_mn_cons,-0.016896067892744355,0.6947069664060346,-0.011903220799853599,0.7819768771932278,0.003565545650834226,0.9344251126636854,0.0012639005515714234,0.9766017259037273
own_mn_cons,-0.013432743708355184,0.7550265745295229,0.06428002817164653,0.13466095472553472,0.07473401817855023,0.08417208341507056,0.0661573443481669,0.12431645826055926
gift_mn_cons,0.02840301954961933,0.5093474192798881,0.03011146731347027,0.48379611878869344,-0.009531168459114699,0.825913271987071,-0.0029408189780883785,0.9455916887748184
tot_vita_A_cons,0.038583877837437136,0.3699712797700616,0.06545809712620093,0.1276468363377206,0.033136124944256405,0.4443560066192248,0.003055669582410653,0.94347031147729
purch_vita_A_cons,0.02979243903875747,0.4888450628570753,0.06319820209800142,0.14136034841143807,0.03653887480704337,0.39897596323301787,0.008247304220571669,0.8482224341312358
own_vita_A_cons,0.04789875156235307,0.2656267354240834,0.08399736232239284,0.05043164683859538,0.04706923533651447,0.27713823708402396,0.01714955107438696,0.6906338521902364
gift_vita_A_cons,0.014331720470845617,0.7392082315458157,-0.029365646940777927,0.4946957916992235,-0.03621212687480137,0.40320890506936136,-0.031660437964867026,0.4624101760166571
tot_a_vita_cons,-0.008009997852322022,0.8524037002326297,0.039660618708135906,0.3563099434432402,0.043386943366786807,0.3165042660510679,0.02744243162329986,0.5241650554790462
purch_a_vita_cons,-0.020707071105648855,0.6305039148753946,0.03974734983045367,0.35525831808193364,0.049900639103343934,0.249229286120353,0.031876743631698,0.4593562722236877
own_a_vita_cons,0.03958044649754046,0.35772894328067784,0.11894324096987335,0.0055179870454690975,0.08192730029673606,0.058260045020757024,0.05678087551161844,0.18726983295351748
gift_a_vita_cons,-0.0024077241686278734,0.9554018434709503,-0.0569476653194117,0.18516039769530201,-0.04483218671469248,0.30063784131145516,-0.032308664955461475,0.45329204533329637
tot_vitd_cons,-0.020940022359314886,0.6266621411868344,0.06953729929839986,0.10553145481643804,0.07591356717525767,0.07937722081719162,0.07060524066215512,0.1009042993823385
purch_vitd_cons,-0.03062583156662697,0.47676359758584763,0.07195001160116206,0.09395135983729846,0.08175311711150726,0.05879858214984181,0.07811287902672241,0.06945762768779634
own_vitd_cons,0.02086057439592741,0.6279712494742624,-0.009715795142866962,0.8212912085287547,-0.06679233919977505,0.12282562227631356,-0.0049560380648070584,0.9084383199102992
gift_vitd_cons,0.028618185865824087,0.5061432946896931,0.0014976112275503998,0.9722252860140798,-0.002118687378597582,0.9610063094201743,-0.016927651714347923,0.694434265163451
tot_vita_E_cons,0.015294897796553132,0.722381649543645,0.06358107304008746,0.13896074416780446,0.03911717935293134,0.36651932994886827,0.030365548509298464,0.48092627585232905
purch_vita_E_cons,0.005916869889986622,0.8906883951762459,0.03229129396544436,0.4526976829547753,0.017858674047487515,0.6802375188050607,0.008703974579128958,0.8399285708608718
own_vita_E_cons,-0.02296094093700507,0.5937654302645373,0.04892107514865108,0.25510755066029384,0.054358790177686994,0.20936628469657334,0.062398751088867034,0.14722210506182012
gift_vita_E_cons,0.03034322666865201,0.48084207688654856,0.036286435877150504,0.3987314472996836,0.010194994030486428,0.8140027046806781,0.00043468936054239036,0.991951690388093
tot_vita_C_cons,0.015308895534215041,0.7221380726266654,0.026408744006527728,0.5391657421948002,0.01590249126917409,0.713627547875993,0.0005305438562795054,0.9901770177802631
purch_vita_C_cons,0.011000420695121499,0.7983245178507723,0.01851845620881528,0.6667837994524426,0.011736793443941103,0.7865085689981497,-0.001813771644588522,0.9664271847309674
own_vita_C_cons,0.053404103772247885,0.2144909742496871,0.07557585793789913,0.07848335623335692,0.051010639253109516,0.2388417578028552,0.0015920716662683407,0.9705288482069913
gift_vita_C_cons,0.004159996155867507,0.9230240044716365,0.017242471208114833,0.688498042973218,-0.014236360714349954,0.7425076129386805,0.018529249933166965,0.667181510491649
tot_thia_cons,-0.03596457841532928,0.40336600927705923,0.04477098992857359,0.2976956038265472,0.0910780147175769,0.035196349306894435,0.06406306677414261,0.1367109864993494
purch_thia_cons,-0.05531180800773536,0.19854088325072597,-0.01746701969676948,0.6846575165499846,0.04631608546709604,0.28490641017354396,0.02440506709542522,0.5711091290636452
own_thia_cons,0.009128871244030161,0.8320742461020442,0.1064244046544034,0.013091327393892904,0.11060605462357487,0.010461159142279585,0.08734682829494438,0.04227335783447076
gift_thia_cons,0.026048939441026212,0.5450825461899631,0.007331120269403073,0.8646633153317395,-0.03239593860612109,0.45460259114529233,-0.01483343966810498,0.7306673648358045
tot_ribof_cons,-0.03420396170822927,0.4267921639842419,0.0453953236952681,0.2910025309807016,0.09660954555155453,0.025444421992754585,0.04788489456705581,0.26620868878617376
purch_ribof_cons,-0.05225636076724346,0.22452021386338597,0.021301090970921546,0.6204038718904002,0.08752612649287016,0.04300772594990084,0.03867619828902782,0.36927051240517694
own_ribof_cons,0.028721185320391047,0.50461324099081,0.08308409025081412,0.05299762126870898,0.06888787277500474,0.11148689726786538,0.0484728375574653,0.26037580387083775
gift_ribof_cons,0.009770608389437168,0.8204635952754273,-0.028312975493146698,0.5102999210266622,-0.04958391034855716,0.2522501788441259,-0.022497718090080793,0.601573337117679
tot_nia_cons,-0.015090513839475513,0.7259413529544648,0.018455540827288668,0.6678481544525663,0.0310754056937421,0.4732085859815517,0.029081361878726796,0.4996799267802574
purch_nia_cons,-0.03380121434699153,0.432260048459597,-0.03753277495298537,0.38272066999144394,-0.005177891236636748,0.9048906111919853,-0.002005737082620591,0.9628763504302941
own_nia_cons,-0.01288305895707109,0.7647499970082936,0.08334321780791186,0.052258742654173684,0.0902524927643201,0.036894997564674625,0.087356461913137,0.042250546283201525
gift_nia_cons,0.03791170680210247,0.3783733583098917,0.03563394575643961,0.407271511191449,0.0020822831994619703,0.9616757969025453,-0.0059510910354271685,0.890161459029604
tot_vita_B6_cons,-0.007065941783650958,0.8696337662694194,0.012589860029372266,0.7697445998291039,0.027863397633753284,0.5201594080207403,0.011916908180928092,0.7821264932828689
purch_vita_B6_cons,-0.01520779391742534,0.7238979881426912,-0.01354393261532014,0.7528430942289502,0.008792322075246247,0.8392169050733005,-0.004387083678507196,0.9189111131179349
own_vita_B6_cons,0.012394229526963963,0.7734281737713624,0.11263688929787773,0.008613589859350986,0.11430250529304468,0.008137306286662366,0.08872221774309061,0.03911998089690031
gift_vita_B6_cons,0.04258016280601166,0.32243598717309174,0.010504695117123462,0.8070551465353049,-0.041667542343774504,0.33608144340843094,-0.02611406389608544,0.5444509461542925
tot_fol_cons,0.008772822500595162,0.8385320375802287,0.0838303918889188,0.05089286313697126,0.08994735344411288,0.0375402564485504,0.04792009982317749,0.26585691907734493
purch_fol_cons,-0.015737267322007416,0.7146975938848376,0.037213124320720846,0.3867890508988414,0.06685438528288588,0.12247745974744535,0.02848914501634018,0.5084570350231785
own_fol_cons,0.0037077241558558004,0.931370913723724,0.08280254570548339,0.05381026613198831,0.08416733716314864,0.05169123794119417,0.06522164350406724,0.12974166054137476
gift_fol_cons,0.04110765970846656,0.3394677957386528,0.03843803446001121,0.37134156822641173,0.0025754901650146492,0.9526080069785271,-0.007190967587315366,0.8674700324406577
tot_vita_B12_cons,-0.011374568331970425,0.791620196059521,0.006094458832247531,0.8873254093867614,0.023508770328704087,0.5874310047768398,0.0072338730166575564,0.866686640227858
purch_vita_B12_cons,-0.01367745703126046,0.7507101371651578,0.007930473103933055,0.8537186696146676,0.026798218354619017,0.5362419252403097,0.009427777467012722,0.8268197378998026
own_vita_B12_cons,0.041348045937815645,0.33664873484650426,0.11542558304504234,0.007091964327516404,0.07333032424574915,0.09017981276540492,0.05415916538904475,0.2084931910741768
gift_vita_B12_cons,0.0007307826056973439,0.9864573615338987,-0.06197400321708687,0.14924620264007524,-0.05408685281422734,0.21165746606936656,-0.03961679462291325,0.3577332740133967
tot_pant_cons,-0.03603725038031065,0.4024158609887004,0.046599178522444676,0.27838368295100874,0.0925817541645718,0.0322729437404209,0.05589591150379632,0.19424829395443544
purch_pant_cons,-0.05423973520465265,0.20739447500388047,0.01277217983758067,0.7665060642724869,0.07799688295149633,0.07145100795381826,0.04221041782187207,0.32710823532476585
own_pant_cons,0.015601773504465002,0.717048131112046,0.11390696726878777,0.0078877663133695,0.09749945410745728,0.02411640820358188,0.08408985972704086,0.05060435793806692
gift_pant_cons,0.04364566509469417,0.31046465636880544,0.03665187331402971,0.393995784130279,-0.004998073881155073,0.9081787205553488,-0.009055031133894434,0.8335647996740387
hhae,-0.02741438189520762,0.5276855809110905,0.004282835467578674,0.9213461545890099,0.0239534002025734,0.5835988636909157,0.06653992967050135,0.12531504476252792
kcal_ae_req,-0.027414384245056215,0.5276855455147162,0.004282835210404623,0.9213461592967779,0.02395340925863999,0.583598721365436,0.06653992141556372,0.1253150917328275
kcal_ae,-0.006765765332407269,0.8761631702860898,0.09943139732894585,0.02156079817338947,0.10676232229401848,0.014295913376974754,0.06572139826219203,0.13004009179319337
gap_kcal_ae,0.0273231175261155,0.5255872334064804,0.05285370608495355,0.21883289088714622,0.03376056235849334,0.43581492934582944,-0.023071045716818825,0.5923394761234058
def_kcal_ae_hh,0.013385099585859678,0.7558678499985452,-0.0762875525541679,0.07570449376785932,-0.05983566307461137,0.16697039597710414,-0.06401824699982943,0.1369862734734521
tot_cal_per_hh,0.009062206941249778,0.833282516027573,0.05384126774054493,0.21033452960998278,0.051453567610938104,0.23478301512691124,0.024956920905549556,0.5624334907175328
ddi,0.024221504759129115,0.573653526721946,0.12134994675844057,0.004630195478978323,0.09534942910653012,0.027432574497033606,0.05178213317547808,0.2291920606527369
shannon_kcal,0.037864260210477056,0.378970830775623,0.03915374544350151,0.36249491307522896,-0.013490186348844482,0.7555624906321562,0.0035727274988057297,0.9339250287134773
simpson_kcal,0.051188541241475184,0.23414713924982544,0.06625073698795325,0.12308931735899858,0.019538442899492314,0.6520533338251915,-0.0026890978521818356,0.9502424929798146
hdds,0.08392765548580011,0.050837813095808745,0.1625831891053154,0.00014169658193656658,0.09167474201406474,0.03401033792449997,0.024228573709679378,0.5738971086371556
sh_cereals_kcal,-0.013983017908457835,0.7453313436052091,-0.015973210871628726,0.7103549246558415,0.013621338787466264,0.7532627126781722,0.005636673440457154,0.8959307762195807
sh_roots_kcal,0.034712998520442885,0.41993909650740013,-0.050009350502481786,0.24467598651007627,-0.08965123025636994,0.03817558005106341,-0.08200994676151871,0.056610939274760956
sh_veg_kcal,-0.030574131647998676,0.4775083023842034,-0.07393890460374655,0.08518964132731963,-0.06107580059884423,0.15833298990173814,-0.008351690805108178,0.8463250941383684
sh_fruits_kcal,0.0484747073787017,0.25991527928326874,0.022651877079119056,0.598406525933987,-0.016145302060039897,0.7094515786531215,-0.03630098743515403,0.3994162557652652
sh_meat_kcal,0.0455958044807714,0.2893213905367212,0.02554646298624012,0.5525000708790302,-0.004210959504680333,0.9225894924638054,-0.03380377366829552,0.4326521320358988
sh_eggs_kcal,0.027495045664028734,0.5229841754730156,-0.03062145715109502,0.4764184167368619,-0.06809386895797599,0.11568219159488335,-0.04359120638812962,0.31151818850397195
sh_fish_kcal,-0.0074649223979095574,0.8623439058899727,0.024893522414600494,0.562703371208875,0.03698802019746425,0.3932011212649592,0.03746308721611136,0.3844867746884423
sh_pulses_kcal,-0.06612718859361663,0.124139328696897,-0.04542966971059213,0.2906372817882964,-0.04059164232168193,0.34871862731880876,0.0460543616855615,0.2849404193254787
sh_milk_kcal,-0.0699303328636248,0.10389152828927564,0.027963455459625735,0.5155371712317546,0.10693576004192473,0.013333106774724704,0.06936959868834096,0.10702600409677941
sh_oil_kcal,0.037025298275082094,0.389630887584657,0.05488841746689993,0.2015863437410703,0.021390802717557514,0.6215392998697993,-0.009792959511148312,0.8202238864047593
sh_sugar_kcal,0.05881614659536489,0.17152659108215174,0.0616597588353657,0.15132347141738034,0.031295192969141024,0.47008314870385826,-0.015035251912265709,0.7271479567487656
sh_misc_kcal,0.00959185083341306,0.8236939476190588,0.02024922275782387,0.6377724320526144,0.01603449439780089,0.7113562279758834,-0.003824930868817945,0.9292725122832796
tot_val_prod,-0.007734561697139786,0.8574238410999593,0.02602817627129275,0.5450309796105415,-0.02046960924293881,0.6366373663791489,0.050109771904138595,0.24460286335756076
pdi_crop,0.07649892242498366,0.07516441702895328,0.002314672272013533,0.9570840701872578,-0.05252960401988326,0.22512638894013381,-0.06488842034939878,0.13171734979985142
pdi_animal,-0.03745033239076904,0.3842077510027512,0.035900970537800295,0.4037635086036552,0.031058448328890313,0.47345019733159066,0.08951412321606445,0.03739643669660036
pdi_total,0.03522360611022346,0.4131301006233481,0.020430845507739992,0.6347589017220384,-0.021434167120936785,0.6208324056872256,0.00025004080841679156,0.9953704212844914
pid,-0.06687513316096783,0.12027563353463451,-0.006509578681019904,0.879817535929668,0.062395558132355276,0.14989895244537554,0.08158867577408176,0.05813006086998144
stunted,1.0,0.0,0.4665612091109801,1.3533090242065736e-30,-0.326717282931599,8.968476101921444e-15,-0.6204559267038806,7.08530488386037e-59
underweight,0.4665612091109801,1.3533090242065736e-30,1.0,0.0,0.6192290080612672,5.9265054758711786e-58,0.27784449434127834,4.7844059487137355e-11
wasting,-0.326717282931599,8.968476101921444e-15,0.6192290080612672,5.9265054758711786e-58,1.0,0.0,0.9812385454234371,0.0
bmi,-0.6204559267038806,7.08530488386037e-59,0.27784449434127834,4.7844059487137355e-11,0.9812385454234371,0.0,1.0,0.0
wa_m,-0.3243049809199826,9.7157455761163e-15,-0.6079804789076801,3.4560313929376394e-56,-0.35336023303466557,3.530582366435958e-17,-0.08554317850381966,0.046731233205687304
wa_s,-0.0941965312346929,0.028322225766464603,-0.42622937397180655,2.233087449487742e-25,-0.3598956533278355,8.355492168904182e-18,-0.212191758925332,6.329956981094882e-07
ha_m,-0.49145668426379624,2.660704399932285e-34,-0.41216768718331415,1.1054476338415947e-23,0.12258128914665477,0.004519890516037343,0.052154446446102905,0.22585708759877124
ha_s,-0.43103317330530977,6.258678468152463e-26,-0.31880335594503534,2.71473346981743e-14,0.150758075987861,0.00046717185332935965,0.09373658929178848,0.02925625312374816
wh_m,0.13855839945200663,0.0012210034070139638,-0.22726333215364544,8.6136075852056e-08,-0.38115752824011384,6.074818420424419e-20,-0.24366855112348895,9.398831634574606e-09
wh_s,0.13694059420400317,0.0013944055985492065,-0.11986355304655437,0.0051618418281790535,-0.26113647703909304,8.639836278438659e-10,-0.17011616792188197,6.988675937704085e-05
